question_id,rank,outcome,premise_status,n_supporting_papers,first_evidence_year,top1_similarity,question
q_053,53,answered,supported,1,2023,0.6115,"Does the transmission spectrum of HAT-P-32b show evidence for SiO or other atmospheric features, or is it flat due to high-altitude clouds or other masking effects?"
q_054,54,not_addressed,still_plausible,0,,0.6287,"Does the atmosphere of HAT-P-7b show evidence for CO or other molecular features indicative of a thermal inversion, or is the spectrum featureless and consistent with a blackbody?"
q_055,55,not_addressed,still_plausible,0,,0.6548,"Is TiO present in the protoplanetary disk of HD 163296 at detectable levels, or is the disk gas composition dominated by elevated C/H ratios without significant TiO signatures?"
q_056,56,partially_addressed,still_plausible,3,2021,0.7143,"Is CO detectable in the atmosphere of HD 189733b via transmission spectroscopy, or are observed spectral features dominated by stellar center-to-limb variations rather than planetary atmospheric absorption?"
q_057,57,answered,supported,4,2024,0.676,"Are the observed Hα line core variations in HD 189733 due to circumplanetary absorption (e.g., from CO or related species) during planetary transits, or are they primarily caused by intrinsic stellar activity such as flares?"
q_058,58,partially_addressed,still_plausible,4,2022,0.7022,"Are the observed Ca II K and Hα line variations in HD 189733 due to magnetic star-planet interactions (potentially involving CO or related species in the planetary atmosphere), or are they explained by stellar activity unrelated to the planet?"
q_059,59,answered,supported,2,2024,0.6839,"Does the atmosphere of HD 189733b exhibit detectable SiO features in its infrared emission or transmission spectra, or are such features absent or masked by other atmospheric processes?"
q_060,60,answered,supported,2,2021,0.744,"Is water vapor present and detectable in the atmosphere of HD 189733b using high-resolution transmission spectroscopy in the red optical and near-infrared, or is its detection limited or masked by high-altitude hazes?"
q_061,61,partially_addressed,supported,1,2022,0.7603,"Does the atmosphere of HD 189733b contain detectable water vapor in the visible wavelength range, as inferred from high-resolution transmission spectra?"
q_062,62,partially_addressed,supported,2,2023,0.6942,"Is there significant pre-transit and in-transit exospheric absorption in the optical hydrogen Balmer lines for HD 189733b, indicating extended atmospheric structures, or is such absorption absent or variable?"
q_063,63,not_addressed,still_plausible,0,,0.6194,"Can the early ingress and ultraviolet anomalies observed in the HD 189733b system be explained by plasma outgassing from Trojan satellites, or are such mechanisms insufficient due to the system's lower temperature?"
q_064,64,answered,supported,4,2022,0.6601,"Does the transmission spectrum of HD 189733b in the optical show evidence for strong Rayleigh scattering and high albedo, or is the albedo low and the spectrum dominated by thermal emission and weak Rayleigh scattering?"
q_065,65,answered,refuted,2,2021,0.6234,"Does including disequilibrium carbon chemistry (specifically quenched CH4/CO ratios) in global circulation models of HD 189733b resolve the observed 4.5 micron phase curve night side fluxes, or does it fail to do so?"
q_066,66,partially_addressed,supported,2,2021,0.7087,"Do high-resolution transit spectroscopy observations of HD 189733b allow for the detection of major chemical constituents such as sodium and CO, or are such detections prevented by the presence of scattering hazes and clouds?"
q_067,67,not_addressed,still_plausible,0,,0.6561,"Is potassium (K I) absorption detectable in the optical transmission spectrum of HD 189733b using ground-based or space-borne spectroscopy, or is such absorption absent as observed in similar exoplanets like WASP-21b?"
q_068,68,not_addressed,still_plausible,0,,0.6733,"Is there significant transit absorption by Si III ions in the upper atmosphere of HD 209458b as detected by HST/COS, or are such detections confounded by stellar variability and not robust?"
q_069,69,partially_addressed,weakened,3,2022,0.6762,"Are iron-bearing aerosols present in the upper atmosphere of HD 209458b, as indicated by NUV transit observations, or are such heavy atoms expected to be trapped in the lower atmosphere due to condensation?"
q_070,70,answered,supported,2,2022,0.6547,"Does the hotter temperature of HD 209458b inhibit the production of high-altitude aerosols (such as TiO), resulting in a clearer atmosphere compared to HD 189733b, or do transmission spectra from HST/WFC3 indicate the presence of such aerosols despite temperature effects?"
q_071,71,not_addressed,still_plausible,0,,0.7134,"For the hot Jupiter HD 209458b, do Spitzer phase curve observations reveal a significant eastward offset of the atmospheric bright spot, as predicted by general circulation models, or is there no such offset, indicating different atmospheric circulation patterns?"
q_072,72,answered,weakened,3,2022,0.7563,"Does transmission spectroscopy of HD 209458b reveal significant absorption features of neutral sodium (NaI) in the upper atmosphere, indicating the presence of sodium and a non-depleted atmosphere, or is there no such absorption, suggesting depletion of sodium and possibly hydrogen and carbon?"
q_073,73,partially_addressed,still_plausible,1,2026,0.69,"Does high-resolution infrared spectroscopy of HD 209458b's dayside emission reveal emission features consistent with a strong thermal inversion layer, or do the observations indicate the absence of such an inversion?"
q_074,74,not_addressed,still_plausible,0,,0.6755,"Do near-ultraviolet transmission observations of HD 209458b detect significant absorption by neutral or ionized iron in the upper atmosphere, or is there no evidence for such absorption, indicating that iron is trapped in lower-atmosphere condensates?"
q_075,75,posed_but_open,still_plausible,2,2022,0.6657,"Do Spitzer phase curve observations of HD 209458b show a significant eastward offset of the atmospheric bright spot as predicted by general circulation models, or is the observed offset smaller than expected, indicating a discrepancy with model predictions?"
q_076,76,not_addressed,still_plausible,0,,0.6927,"Is gaseous TiO detectable in the optical transmission spectrum of HD 209458b, supporting its role in causing a thermal inversion, or do high-resolution spectroscopic observations fail to detect TiO, challenging this hypothesis?"
q_077,77,answered,refuted,4,2022,0.67,"Does the transmission spectrum of HD 209458b provide strong evidence for the presence of atmospheric hazes and/or clouds at the day-night terminator, or is the evidence for such hazes and clouds weak when accounting for stellar heterogeneity?"
q_078,78,not_addressed,still_plausible,0,,0.7109,"Does the super-Earth HD 219134b retain a substantial atmosphere with detectable escaping hydrogen, as indicated by Lyman-alpha transit observations, or is there no evidence for such atmospheric escape, suggesting a depleted or absent atmosphere?"
q_079,79,partially_addressed,still_plausible,1,2021,0.6693,"Is the mean density of HD 3167c, the mini-Neptune in the HD 3167 system, consistent with a substantial volatile envelope (density ~2 g/cm^3), or is it higher, indicating a less volatile-rich composition?"
q_080,80,not_addressed,still_plausible,0,,0.623,"Does the near-infrared spectrum of HD 95086 b show clear molecular absorption features such as CO, or is the spectrum featureless and dominated by a cloudy atmosphere, making molecular identification difficult?"
q_081,81,partially_addressed,supported,2,2023,0.7053,"Does the atmosphere of HD189733b exhibit detectable TiO absorption features in its transmission spectrum, or are such features muted by clouds as inferred from near-IR observations?"
q_082,82,not_addressed,still_plausible,0,,0.6479,"Does the ultra-short period planet K2-141b possess a significant CO (carbon monoxide) atmospheric component, or is its composition consistent with a rocky planet lacking a thick atmosphere?"
q_083,83,partially_addressed,supported,5,2024,0.7707,"Is the atmosphere of K2-18b consistent with a predominantly rocky or ocean planet with a significant gaseous envelope, or does it exhibit ongoing hydrogen escape indicative of a mini-Neptune losing its atmosphere?"
q_084,84,partially_addressed,supported,4,2025,0.7265,"Does K2-18b have a high mean molecular mass, water-dominated atmosphere, or is its atmosphere hydrogen-rich with water vapor as a minor component?"
q_085,85,answered,supported,4,2021,0.7401,"Are the observed water vapor features and clouds in the atmosphere of K2-18b best explained by an Earth-like, Venus-like, or H2-He dominated atmospheric scenario?"
q_086,86,not_addressed,still_plausible,0,,0.6414,"Is the transmission spectrum of K2-25b consistent with a high-metallicity or cloudy/hazy atmosphere, or does it show a featureless spectrum indicative of high-altitude clouds or haze layers?"
q_087,87,answered,refuted,2,2026,0.6583,"Does K2-25b's transmission spectrum show evidence for atmospheric CO absorption features, or is it flat and inconsistent with a solar-composition atmosphere?"
q_088,88,not_addressed,still_plausible,0,,0.5796,"Does K2-25b's transmission spectrum reveal the presence of TiO absorption features, or is it consistent with a flat spectrum lacking such features?"
q_089,89,not_addressed,still_plausible,0,,0.7322,"Does the day-side emission spectrum of KELT-1b indicate a monotonically decreasing temperature-pressure profile without a TiO-induced stratospheric inversion, or is there evidence for a thermal inversion as seen in some hot Jupiters?"
q_090,90,partially_addressed,still_plausible,2,2021,0.6956,"Do phase-resolved emission observations of KELT-1b reveal the presence of TiO and associated thermal inversions, or are the observed phase curves and emission spectra better explained by the presence of nightside clouds and a lack of inversion?"
q_091,91,not_addressed,still_plausible,0,,0.6837,"Does the atmosphere of KELT-9b contain detectable amounts of CO, as inferred from photometric and spectroscopic observations?"
q_092,92,not_addressed,still_plausible,0,,0.6777,"Is CO present in the transmission spectrum of KELT-9 b, as detected by high-resolution spectroscopy during transit observations?"
q_093,93,answered,supported,2,2021,0.7204,"Is TiO detectable in the atmosphere of KELT-9 b, or is it fully dissociated due to the extreme temperatures on the dayside and terminator regions?"
q_094,94,not_addressed,still_plausible,0,,0.6662,Is there evidence for CO in the atmosphere of KELT-9b based on secondary eclipse and transit observations?
q_095,95,not_addressed,still_plausible,0,,0.6537,"Is CO present in the dayside atmosphere of KELT-9b at pressures around 30 mbar, as constrained by secondary eclipse observations and atmospheric models?"
q_096,96,answered,supported,2,2022,0.6638,"Does the atmosphere of KELT-9b exhibit a reduced day-to-night temperature contrast due to hydrogen dissociation and recombination, as predicted by general circulation models?"
q_097,97,posed_but_open,still_plausible,2,2021,0.6453,"Does Kepler-186f possess a CO-rich atmosphere that can be characterized by transit spectroscopy, or is it more likely to be a Venus analog with a different atmospheric composition?"
q_098,98,partially_addressed,still_plausible,3,2022,0.6114,"Are the observed Lyman-α flux variations during transits of Kepler-444 e and f due to neutral hydrogen exospheres originating from the planets, or are they caused by variability in the host star or the interstellar medium?"
q_099,99,partially_addressed,still_plausible,2,2024,0.7705,"Does L 98-59 c possess a detectable atmosphere, as indicated by HST/WFC3 transit observations, or is its composition consistent with a bulk terrestrial planet lacking a significant gaseous envelope?"
q_100,100,partially_addressed,supported,2,2024,0.6848,"Does LHS 1140b possess additional companions or exomoons detectable via transit timing variations, or is it a single rocky super-Earth as indicated by current transit and mass measurements?"
q_101,101,answered,supported,1,2025,0.682,"Does the super-Earth LHS 1140b possess a significant amount of atmospheric CO, as inferred from its high-energy radiation environment, or is its atmospheric CO content negligible or undetectable?"
q_102,102,partially_addressed,supported,3,2023,0.5627,"Does LHS 1140b have a stable open ocean region maintained by climate dynamics, or does sea-ice drift lead to a globally ice-covered snowball state, thereby affecting the presence of atmospheric CO?"
q_103,103,not_addressed,still_plausible,0,,0.6786,"Does the terrestrial exoplanet LHS 3844b possess a thick atmosphere containing TiO, or is there an absence of such an atmosphere as indicated by its thermal phase curve and lack of heat redistribution?"
q_104,104,partially_addressed,still_plausible,1,2022,0.6551,"Is there detectable atmospheric CO in the atmosphere of LHS 3844b, as predicted by radiative-convective equilibrium models, or do ground-based optical transmission spectra rule out the presence of such an atmosphere?"
q_105,105,answered,supported,1,2026,0.7526,"Does the atmosphere of LTT 9779b contain detectable TiO, as inferred from secondary eclipse spectra, or do phase-curve measurements and atmospheric models suggest a high-metallicity atmosphere without significant TiO features?"
q_106,106,posed_but_open,still_plausible,2,2025,0.6757,"Does Proxima Centauri b possess an atmosphere with significant CO content that enables surface habitability, or is the presence of CO in its atmosphere undetectable or negligible based on current spectroscopic observations?"
q_107,107,not_addressed,still_plausible,0,,0.6548,"Can TiO be robustly detected in the atmosphere of Proxima b using high-resolution optical spectroscopy, or is the current evidence insufficient to confirm the presence of TiO in its atmosphere?"
q_108,108,not_addressed,still_plausible,0,,0.6751,"Is the super-Earth TOI-1235 b primarily rocky with a high bulk density and negligible atmospheric CO, or does it possess a significant volatile envelope that includes detectable CO?"
q_109,109,partially_addressed,still_plausible,2,2021,0.6493,"Does TOI-700 d possess an atmosphere with detectable CO that allows for temperate surface conditions, or is the presence of CO in its atmosphere undetermined or negligible based on current validation and characterization data?"
q_110,110,answered,refuted,3,2023,0.7717,"Do the TRAPPIST-1 planets, specifically b and c, possess atmospheres that allow for the presence of surface liquid water, or do transmission spectra rule out such atmospheres, indicating the absence of water on their surfaces?"
q_111,111,partially_addressed,supported,4,2023,0.7634,"Do the atmospheres of TRAPPIST-1 planets, specifically TRAPPIST-1g, contain detectable amounts of CO2 and CxH2(x+1)O as biomarkers, or are their transmission spectra featureless due to high-altitude clouds or hazes in hydrogen-rich atmospheres?"
q_112,112,answered,refuted,3,2021,0.757,"Can the transmission spectra of TRAPPIST-1 planets d, e, f, and g be explained by the presence of hydrogen-rich atmospheres with haze scattering, or do updated mass constraints and HST data rule out such atmospheres for these planets?"
q_113,113,answered,supported,4,2021,0.7461,"Do the TRAPPIST-1 habitable-zone planets (d, e, f, g) exhibit prominent near-infrared spectroscopic signatures indicative of hydrogen-dominated atmospheres, or do observations show flat, featureless spectra inconsistent with such atmospheres?"
q_114,114,answered,supported,5,2022,0.7622,"Are the transmission spectra of TRAPPIST-1 planets significantly contaminated by starspots, leading to false detections of atmospheric species, or are the observed featureless spectra better explained by the absence of hydrogen-rich atmospheres with hazes or clouds?"
q_115,115,partially_addressed,supported,4,2023,0.7495,"Are the near-infrared transmission spectra of TRAPPIST-1 planets b–g free from prominent absorption features due to effective data reduction and correction for stellar activity, or are they potentially affected by high-energy superflares that could alter atmospheric composition and habitability?"
q_116,116,partially_addressed,supported,5,2023,0.7639,"Are the observed transmission spectra of TRAPPIST-1 planets primarily shaped by stellar contamination from spots and faculae, leading to false or exaggerated spectral features, or are they dominated by atmospheric aerosols such as clouds and hazes that mute spectral signatures?"
q_117,117,answered,refuted,2,2021,0.7642,"Do the TRAPPIST-1 planets, particularly TRAPPIST-1e, retain hydrogen-rich atmospheres as predicted by formation and accretion models, or do transmission spectroscopy observations rule out such atmospheres in favor of hydrogen-poor or evolved atmospheric compositions?"
q_118,118,partially_addressed,still_plausible,4,2024,0.7502,"Can JWST/NIRISS transmission spectroscopy distinguish between wet (ocean-bearing) and dry (desiccated) atmospheres on TRAPPIST-1 e and f, or are current and next-generation telescopes unable to provide indirect evidence for the presence or absence of surface oceans on these planets?"
q_119,119,answered,supported,5,2024,0.7762,"Do the TRAPPIST-1 planets retain substantial neutral atmospheres as would be detectable by transit surveys, or do photochemical and magnetohydrodynamic models predict significant atmospheric escape leading to exospheres and loss of habitability?"
q_120,120,answered,supported,3,2024,0.7437,"Does the TRAPPIST-1 system receive sufficient extreme ultraviolet (EUV) radiation to drive atmospheric and ocean loss, thereby affecting planetary habitability, or do current stellar atmosphere models calibrated with HST and GALEX data suggest a less severe EUV environment?"
q_121,121,partially_addressed,still_plausible,3,2023,0.7456,"Does transmission spectroscopy of the TRAPPIST-1 system reveal significant temporal variability in the detection of SiO or other atmospheric spectral features in the atmospheres of TRAPPIST-1 planets, as measured by JWST or ground-based near-IR observations?"
q_122,122,partially_addressed,supported,3,2021,0.7429,"Does the upper atmosphere of TRAPPIST-1 planets (e, f, and g) exhibit significant He I absorption features attributable to stellar wind-driven heating, or are such features masked or confounded by stellar surface inhomogeneities such as bright active regions?"
q_123,123,partially_addressed,still_plausible,3,2023,0.792,"Can JWST transmission spectroscopy detect and constrain the abundance of CO in the atmosphere of TRAPPIST-1e to a level sufficient to distinguish between biogenic and abiotic sources, given the planet's low estimated habitability likelihood?"
q_124,124,answered,refuted,1,2022,0.7331,"Is TiO present in the dayside atmosphere of WASP-103 b at detectable levels, as inferred from multiwavelength eclipse photometry and emission spectra, or is its abundance too low to explain observed thermal emission features?"
q_125,125,answered,supported,2,2022,0.7363,Do near-IR emission spectra of WASP-103b obtained with HST/WFC3 between 1.1-1.7 microns reveal water absorption features indicative of a thermal inversion layer in the planet's upper atmosphere?
