question_id,rank,outcome,premise_status,n_supporting_papers,first_evidence_year,top1_similarity,question
q_013,13,partially_addressed,supported,4,2021,0.7333,"Future missions to these planets will be key to help us establishing a comparative view of the evolution of climates and habitability at Earth, Venus and Mars, one of the most important and challenging open questions of planetary science — how can this be resolved observationally?"
q_014,14,partially_addressed,supported,3,2021,0.2974,What process does this?
q_015,15,not_addressed,still_plausible,0,,0.3755,"In other words, the object can start orbiting in the opposite direction around the central body.Wondering how Naoz found the error in Kozai?"
q_016,16,partially_addressed,supported,3,2022,0.4284,Naoz: A puzzle: how to explain retrograde planets?
q_017,17,partially_addressed,still_plausible,1,2024,0.2804,The lowest bar?
q_018,18,partially_addressed,supported,5,2022,0.6992,Future studies of SPI with space-based telescopes and the next generation of ground-based telescopes will be informative pursuits for the study of the internal dynamics and atmospheric evolution of exoplanets — how can this be resolved observationally?
q_019,19,not_addressed,still_plausible,0,,0.5157,"Further motivation for the project comes from modeling studies showing that different spatial patterns of OHU can cause different amounts of global warming suppression, even when the total heat uptake is the same — how can this be resolved observationally?"
q_020,20,posed_but_open,still_plausible,3,2022,0.5849,"Further research will include an examination of global warming simulations from state-of-the-art climate models in the Coupled Model Intercomparison Project version 5 (CMIP5), as well as perturbed physics sensitivity experiments with a single slab ocean climate model — how can this be resolved observationally?"
q_021,21,partially_addressed,supported,4,2023,0.5987,How do the temperatures inferred by atmospheric models and evolutionary models compare?
q_022,22,partially_addressed,supported,3,2022,0.6533,Can we determine the formation mechanism of a young planetary-mass object?
q_023,23,partially_addressed,supported,5,2021,0.6723,How well do we understand the role that disequilibrium chemistry and dust clouds play in the atmospheres of these objects?
q_024,24,partially_addressed,supported,5,2022,0.7249,"With about 2000 planets already discovered around other stars, the next big challenge is to detect and characterize their atmospheres: What is the chemical composition of the atmospheres of those planets?"
q_025,25,answered,supported,4,2021,0.4581,What is their temperature?
q_026,26,answered,supported,5,2021,0.4841,Do they have clouds?
q_027,27,partially_addressed,still_plausible,3,2022,0.7093,"These questions will aid in better understanding the processes that drive these atmospheres, how they differ from other Gas Giants, and help constrain solar system formation models: <P />What does the Ice Giants' atmospheric composition, especially the abundances of noble gases and chemical isotopes, reveal about their migration and formation history?"
q_028,28,partially_addressed,supported,4,2021,0.5492,How can those measurements inform our understanding of the origin of the solar system?
q_029,29,partially_addressed,still_plausible,3,2022,0.6159,<P />Thermal evolution and its relation to the atmospheric structure: <P />How have the atmospheres of Uranus and Neptune regulated their long-term thermal evolution?
q_030,30,partially_addressed,still_plausible,2,2024,0.5413,Why does Uranus today exhibit negligible internal heat release?
q_031,31,partially_addressed,supported,3,2024,0.6106,<P />What is the role of moist convection in vertical heat transport in Ice Giant atmospheres?
q_032,32,partially_addressed,supported,4,2024,0.5851,"<P />How does atmospheric composition control the vertical atmospheric structure, and throttle the vertical thermal flux in the atmosphere?"
q_033,33,partially_addressed,still_plausible,2,2024,0.7105,"<P />Atmospheric composition and aerosol evolution: How does the atmospheric composition of the Ice Giants vary in three dimensions, and what does it tell us about the nature of large-scale atmospheric motion?"
q_034,34,partially_addressed,supported,3,2022,0.6362,<P />What drives the long-and short-term chemical and photochemical processes that affect the Ice Giants' atmospheric composition?
q_035,35,partially_addressed,supported,4,2022,0.5659,"<P />Balance of the observed state through fluid dynamical processes: How are meridional and zonal circulation patterns coupled, and how do they transport material and energy?"
q_036,36,answered,supported,3,2024,0.4568,How are these patterns of circulation maintained?
q_037,37,partially_addressed,supported,2,2024,0.6216,"<P />How does periodic seasonal forcing affect the state of the Ice Giant atmospheres, especially in the case of Uranus' extreme axial tilt?"
q_038,38,partially_addressed,still_plausible,1,2024,0.533,"<P />How do the ""dark spot"" vortices form on Ice Giants, and what is their role in redistributing energy, momentum, and disequilibrium/condensable chemical species?"
q_039,39,answered,supported,3,2022,0.6156,But what happens when the interplanetary magnetic field is mostly radial and the convective field E ≈ 0?
q_040,40,answered,supported,3,2022,0.5758,Do a magnetic barrier and solar wind void form?
q_041,41,answered,supported,3,2022,0.742,"If yes, how such a degenerate induced magnetosphere work?"
q_042,42,partially_addressed,supported,2,2021,0.6009,"The environments of the 5000 nearest K Dwarf star systems will be explored to answer the question, ""How does our Sun compare to other stars""?"
q_043,43,not_addressed,still_plausible,0,,0.592,what is the rocky/non-rocky ratio of these planets?
q_044,44,answered,supported,4,2021,0.6793,"Are the observed rocky planets evaporated cores of sub-Neptunes, or did they form as bare cores?"
q_045,45,answered,supported,3,2021,0.6134,Can very short period planets retain a significant envelope?
q_046,46,answered,weakened,1,2023,0.5886,Is the currently hypothesized non-rocky/rocky transition at 1.5-1.7 Earth radii real?
q_047,47,posed_but_open,still_plausible,3,2022,0.3653,"In this review, we try to answer the three questions that also in this special search, mark the beginning of every research: what?"
q_048,48,posed_but_open,still_plausible,3,2021,0.2111,where?
q_049,49,not_addressed,not_applicable,0,,0.2055,how?
