question_id,rank,outcome,premise_status,n_supporting_papers,first_evidence_year,top1_similarity,question
q_036,36,partially_addressed,still_plausible,3,2022,0.6296,"What are the dominant mechanisms for angular momentum transport and zonal jet formation in giant planet atmospheres, and how do instabilities such as the Goldreich-Schubert-Fricke instability contribute to observed atmospheric dynamics?"
q_037,37,partially_addressed,supported,2,2023,0.7319,"How do the properties of mineral atmospheres on hot super-Earths evolve under intense photo-evaporation, and what are the observable consequences for atmospheric composition and mass loss rates?"
q_038,38,answered,supported,4,2023,0.8023,"What are the minimum spectral resolution and signal-to-noise requirements for robust detection of key biosignature gases (e.g., O2, H2O, O3) in Earth-like exoplanet atmospheres using reflected light spectroscopy?"
q_039,39,partially_addressed,supported,4,2021,0.7307,"How do the atmospheric compositions of hot Jupiters and brown dwarfs differ as a function of irradiation, and can observations of objects like KELT-1b and R147-BD bridge the gap between these populations?"
q_040,40,partially_addressed,still_plausible,4,2022,0.6977,"What are the effects of precipitation of energetic electrons and magnetospheric interactions on the upper atmospheres of hot Jupiters, and how do these processes influence atmospheric heating and escape?"
q_041,41,partially_addressed,supported,4,2021,0.7355,How can high-resolution spectroscopy and cross-correlation techniques be optimized to detect molecular species and thermal inversions in non-transiting exoplanet atmospheres?
q_042,42,partially_addressed,supported,4,2022,0.6643,"What are the key challenges in distinguishing between surface and atmospheric contributions to the observed albedo of hot super-Earths, and how can we robustly infer the presence of clouds versus bare lava surfaces?"
q_043,43,partially_addressed,supported,4,2022,0.7092,"How do the properties of exoplanet atmospheres, such as mean molecular weight and bulk composition, vary across the rocky/gaseous divide, and what observational strategies are most effective for constraining these properties?"
q_044,44,partially_addressed,supported,3,2022,0.6739,How do the spectral features of alkali metals and molecular species in the UV and optical constrain the properties of exoplanet exospheres and atmospheric escape processes?
q_045,45,partially_addressed,supported,3,2021,0.6978,"What is the role of surface gravity in modulating atmospheric variability and cloud properties in young exoplanets and brown dwarfs, and how can variability studies inform models of atmospheric structure?"
q_046,46,partially_addressed,supported,4,2021,0.7278,"How can population-based statistical approaches to the habitable zone, which account for unknown atmospheric and geophysical properties, improve our understanding of exoplanet habitability compared to traditional single-planet models?"
q_047,47,partially_addressed,supported,4,2022,0.7447,"How do the limitations of current molecular line lists and spectroscopic databases (e.g., HITRAN, HITEMP) affect the accuracy of atmospheric retrievals for high-temperature exoplanet atmospheres?"
q_048,48,partially_addressed,supported,4,2023,0.6795,"What are the most effective strategies for prioritizing exoplanet targets for atmospheric biosignature searches, given limited observing resources and the need to minimize false positives and negatives?"
q_049,49,partially_addressed,supported,5,2021,0.7355,How do the properties of clouds and atmospheric circulation on the nightside of highly irradiated brown dwarfs and hot Jupiters affect their emission spectra and phase curves?
q_050,50,partially_addressed,supported,3,2021,0.6724,"How can direct imaging and reflection spectroscopy be used to uniquely determine the methane mixing ratio and cloud deck pressure in cold exoplanet atmospheres, and what are the limitations imposed by overlying haze layers?"
q_051,51,partially_addressed,supported,4,2022,0.7336,"How does the presence of a deep magma ocean in sub-Neptune exoplanets affect the atmospheric composition and volatile content, and can measurements of atmospheric mean molecular weight break the degeneracy between radius and volatile mass?"
q_052,52,partially_addressed,supported,5,2022,0.7265,"What are the dominant mechanisms responsible for the inflated radii of hot Jupiters, and can a single mechanism explain the entire observed distribution or is a combination required?"
q_053,53,answered,supported,2,2023,0.7599,"To what extent do morning and evening terminator regions of exoplanet atmospheres exhibit distinct temperature, pressure, and compositional profiles, and how do these differences affect transmission spectra?"
q_054,54,partially_addressed,supported,5,2022,0.6453,"How do clouds and hazes at different altitudes and compositions affect the detectability of alkali metals (e.g., Na, K) and molecular features in exoplanet transmission spectra, especially in cases with conflicting observational results?"
q_055,55,posed_but_open,still_plausible,1,2022,0.6706,"What are the physical processes that produce strong Hα signals in ultra-hot Jupiters, and how do recombination cascades and high ionizing fluxes contribute to the observed n=2 hydrogen population?"
q_056,56,partially_addressed,supported,3,2022,0.7273,"How does the buoyancy barrier in non-isothermal protoplanetary envelopes suppress atmospheric recycling, and what are the implications for the formation of super-Earths versus gas giants?"
q_057,57,partially_addressed,supported,4,2021,0.7529,"What is the role of stellar magnetism and winds in the long-term evolution and evaporation of exoplanetary atmospheres, particularly for planets around cool, main-sequence stars?"
q_058,58,answered,supported,5,2024,0.7065,"How do the chemical reactions between magma and atmosphere on sub-Neptunes with varying oxidation states influence observable atmospheric properties, and can these be constrained by current or future observations?"
q_059,59,partially_addressed,supported,5,2021,0.7408,"What are the key factors controlling the duration and volatile outgassing of terrestrial magma oceans, and how do these influence the initial atmospheric composition and subsequent escape processes?"
q_060,60,partially_addressed,supported,4,2021,0.6831,"How can the degeneracies between effective temperature, cloudiness, and disequilibrium chemistry in gas-giant exoplanet atmospheres be broken using broad-wavelength spectroscopic observations?"
q_061,61,partially_addressed,supported,4,2022,0.676,"What are the limitations and biases in current mass-radius relations for small exoplanets due to selection effects in radial velocity follow-up, and how can these be mitigated to improve atmospheric characterization?"
q_062,62,answered,supported,5,2022,0.7866,"How do atmospheric escape processes, as traced by helium 10830 Å absorption, vary across different exoplanet types, and what are the key physical parameters controlling the strength of this signal?"
q_063,63,partially_addressed,supported,5,2021,0.7247,"How do the properties of aerosols and clouds in exoplanet atmospheres, as inferred from phase curves and scattering models, inform our understanding of atmospheric chemistry and dynamics?"
q_064,64,not_addressed,still_plausible,0,,0.6996,"What is the impact of non-LTE effects on the inferred elemental abundances (e.g., Mg/Si) in planet-hosting stars, and how do these stellar abundances relate to the formation and composition of rocky exoplanets?"
q_065,65,partially_addressed,supported,4,2023,0.7179,"How do the atmospheric compositions and thermal structures of warm giant exoplanets (T_eq < 1000 K) differ from their hotter counterparts, and what constraints can be placed on their formation and evolution from current and future observations?"
q_066,66,partially_addressed,supported,5,2021,0.7396,"How do the assumptions of spatial uniformity in transmission spectroscopy affect the interpretation of exoplanet atmospheric properties, and can spatially resolved spectra during transit reveal 3D atmospheric structure?"
q_067,67,partially_addressed,supported,5,2021,0.7277,"What are the dominant sources of systematics in ground-based and space-based exoplanet transit spectroscopy, and how can advanced statistical methods (e.g., ICA, Bayesian marginalization, Gaussian processes) improve the reliability of atmospheric retrievals?"
q_068,68,answered,supported,2,2021,0.8251,"How do the observed UV and blue-optical transmission spectral features in ultra-hot Jupiters constrain the presence and rainout of metals and condensates, and what are the implications for atmospheric modeling?"
q_069,69,partially_addressed,supported,5,2021,0.7342,"What are the physical and chemical processes that determine the detectability of biosignatures and technosignatures in exoplanet atmospheres, and how can laboratory simulations and remote sensing inform these searches?"
q_070,70,partially_addressed,supported,5,2021,0.7968,"How do the properties of planetary ionospheres, as inferred from comparative studies of Mars and Earth, inform our understanding of atmospheric escape and evolution on exoplanets with and without magnetic fields?"
q_071,71,partially_addressed,supported,4,2022,0.6988,"What are the key factors that control the efficiency of volcanic CO2 outgassing on stagnant-lid super-Earths, and how does this affect their long-term atmospheric evolution and habitability?"
q_072,72,posed_but_open,still_plausible,3,2024,0.6754,"How do the formation and migration histories of compact multi-planet systems with misaligned ultra-short period planets (e.g., K2-266) affect the atmospheric properties and evolution of their constituent planets?"
q_073,73,partially_addressed,supported,2,2021,0.7494,"How do the physical conditions in the atmospheres of hot Jupiters affect the generation and escape of radio emission, and what are the prospects for detecting exoplanetary radio signals given the constraints of expanded ionospheres?"
q_074,74,partially_addressed,still_plausible,2,2023,0.7607,"What are the effects of magnetic diffusion and Alfvénic wave dissipation on atmospheric escape rates from hot Jupiters, and how do these processes depend on planetary and stellar parameters?"
q_075,75,partially_addressed,supported,4,2022,0.7569,"How can high-resolution spectroscopy and new observational techniques (e.g., refracted light, phase curves, direct imaging) be used to discriminate between different atmospheric compositions and structures in exoplanets?"
q_076,76,partially_addressed,supported,5,2022,0.7088,"What are the dominant microphysical processes (nucleation, condensation, evaporation) that control cloud formation and evolution in exoplanet atmospheres, and how do these processes vary with temperature, metallicity, gravity, and eddy mixing?"
q_077,77,partially_addressed,still_plausible,3,2021,0.6691,"What causes the observed scatter and local minimum in cloudiness at ~1300 K in exoplanet atmospheres, and can current cloud microphysics models reproduce this feature?"
q_078,78,answered,supported,4,2022,0.729,"How does the presence and composition of high-altitude clouds or hazes affect the detectability and interpretation of molecular features in exoplanet transmission spectra, especially for super-Earths like GJ1214b?"
q_079,79,partially_addressed,supported,3,2021,0.712,"To what extent do non-uniform (inhomogeneous) aerosol and cloud distributions on exoplanets affect observed transmission spectra, and can ingress/egress spectra be used to map global aerosol structure?"
q_080,80,answered,supported,2,2021,0.6915,"What is the physical origin of the clustering of hot Jupiter nightside temperatures around 1100 K, and can this be explained solely by optically thick nightside clouds, or are additional processes required?"
q_081,81,partially_addressed,supported,3,2021,0.6865,"How do bulk atmospheric composition (e.g., molecular mass, specific heat) and metallicity affect the atmospheric dynamics, temperature, and wind distributions of tidally locked sub-Jupiter-sized exoplanets?"
q_082,82,partially_addressed,supported,4,2021,0.7031,"What processes move the infrared photospheres of cooler hot Jupiters to lower pressures, leading to discrepancies between observed and predicted dayside-nightside temperature differences?"
q_083,83,not_addressed,still_plausible,0,,0.6927,"How do CO2 ice clouds influence the outer boundary of the habitable zone for terrestrial exoplanets around different stellar types, and what are the limits of the scattering greenhouse effect?"
q_084,84,partially_addressed,supported,4,2022,0.728,"What are the dominant sources of extended and escaping atmospheres (e.g., He, H, C, Mg, Ca) in close-in exoplanets, and how do processes like photoevaporation and outgassing from Trojan satellites contribute?"
q_085,85,partially_addressed,supported,4,2021,0.6982,"How does the variability of the host star (e.g., starspots, flares, rotational modulation) impact the detectability and accuracy of exoplanet phase curves and atmospheric characterization?"
q_086,86,answered,supported,3,2025,0.8056,"What are the chemical and physical processes responsible for the observed depletion of CH4 and NH3 and the presence of H2O in the atmosphere of habitable-zone exoplanet K2-18b, and do these indicate chemical disequilibrium?"
q_087,87,answered,supported,4,2021,0.7601,"How do photochemical processes in exoplanet atmospheres produce potential biosignature gases (e.g., O2, organics) abiotically, and what are the implications for false positive biosignature detection?"
q_088,88,partially_addressed,supported,3,2022,0.6941,"How do atmospheric tides and core-mantle friction interact to determine the spin evolution and equilibrium rotation states of Earth-sized exoplanets, especially in the habitable zone?"
q_089,89,answered,supported,2,2024,0.6861,"What is the impact of topography and land/ocean distribution on the climate and habitability of exoplanets, and how do these factors alter predictions from aquaplanet models?"
q_090,90,partially_addressed,supported,5,2021,0.7414,"How do the properties of clouds and hazes (composition, particle size distribution, vertical structure) in exoplanet atmospheres affect lightning occurrence and atmospheric ionization?"
q_091,91,partially_addressed,supported,3,2022,0.7189,"Can the polarization of thermal emission from exoplanets and brown dwarfs be robustly detected, and what constraints does this place on their rotation rates and cloud properties?"
q_092,92,partially_addressed,supported,4,2022,0.7346,"How do magnetic fields in exoplanet atmospheres influence atmospheric escape, composition, and interaction with stellar wind, and can spectropolarimetric observations in the He I 1083 nm line reliably detect such fields?"
q_093,93,answered,supported,5,2021,0.7423,"What are the limitations of current molecular opacity databases and line profile models (e.g., Voigt profile, line sampling) for exoplanet atmosphere modeling, and how do these affect retrievals of atmospheric composition?"
q_094,94,partially_addressed,supported,3,2024,0.6561,"How do updates to chemical reaction networks, such as methanol chemistry, alter the predicted atmospheric compositions of warm Neptunes and brown dwarfs, and what are the observational consequences?"
q_095,95,partially_addressed,supported,4,2021,0.6972,"What are the key factors that determine the presence and detectability of temperature inversions in irradiated brown dwarfs and ultra-hot Jupiters, and how do UV-dominated irradiation and atmospheric composition contribute?"
q_096,96,partially_addressed,supported,3,2022,0.7588,"How can machine learning and advanced retrieval techniques (e.g., Bayesian neural networks, nested sampling) be validated and optimized for robust atmospheric parameter inference from exoplanet spectra?"
q_097,97,partially_addressed,supported,5,2023,0.6852,"How do the C/O and metallicity ratios of directly imaged exoplanets compare to their host stars, and what does this imply about their formation mechanisms?"
q_098,98,partially_addressed,supported,5,2021,0.7365,"What are the observational signatures and physical mechanisms of star-planet interactions (SPI) in systems with hot Jupiters, and how do these affect stellar activity and planetary atmospheric loss?"
q_099,99,partially_addressed,supported,3,2021,0.7547,"How can ground-based high-resolution spectroscopy and novel instrument concepts (e.g., Oxyometer, crossfaded EDI) be leveraged to detect biosignature gases and atmospheric features in exoplanets, overcoming telluric and instrumental limitations?"
q_100,100,partially_addressed,supported,5,2021,0.7639,"What are the effects of stellar high-energy radiation (X-ray, EUV, FUV) on the atmospheric evolution, photochemistry, and potential habitability of exoplanets orbiting M-dwarfs?"
q_101,101,partially_addressed,supported,5,2021,0.7641,"How do the histories of stellar XUV irradiation, rather than present-day XUV flux, affect the atmospheric mass loss and current atmospheric composition of short-period exoplanets, and can accurate reconstructions of individual stars' XUV histories robustly test the photoevaporation hypothesis for the sub-Jovian desert and radius gap?"
q_102,102,partially_addressed,supported,5,2021,0.7013,"What are the dominant sources of uncertainty and potential systematic biases in atmospheric retrievals from Spitzer/IRAC transit lightcurves, and how do Gaussian process models alter previous inferences of atmospheric composition and thermal structure (e.g., water absorption, temperature inversions) for benchmark exoplanets like HD209458b?"
q_103,103,partially_addressed,still_plausible,4,2021,0.6848,"To what extent do non-hydrostatic density profiles (e.g., due to atmospheric escape or exogenic sources) in close-in gas giant exoplanets affect the observed sodium and potassium doublet transit spectra, and can current high-resolution observations distinguish between hydrostatic and non-hydrostatic atmospheric models?"
q_104,104,answered,supported,5,2021,0.7391,"How do disequilibrium chemical processes, such as quenching, alter the transmission and emission spectra of exoplanet atmospheres compared to equilibrium models, and under what atmospheric conditions is it necessary to include disequilibrium chemistry in retrievals?"
q_105,105,partially_addressed,supported,5,2021,0.7323,"What are the physical mechanisms responsible for the observed diversity in heat redistribution efficiency among hot Jupiters, given that recent phase curve observations show inconsistencies with theoretical predictions of a temperature-correlation?"
q_106,106,partially_addressed,supported,4,2022,0.7312,"How do clouds and hazes in super-Earth and sub-Neptune atmospheres, particularly those with high metallicity or photochemical hazes, affect the detectability of molecular features in transmission, emission, and reflected light spectra, and can reflected light observations robustly distinguish between cloudy and hazy atmospheres?"
q_107,107,not_addressed,still_plausible,0,,0.6304,"What are the limitations of the massless planet approximation in transit light curve models, and in which parameter regimes does this approximation introduce significant errors in the inferred planetary and stellar parameters?"
q_108,108,partially_addressed,supported,4,2021,0.6948,"How does the presence and structure of clouds (e.g., number of layers, particle size, composition) in directly imaged exoplanet atmospheres affect the retrieval of methane abundance and other atmospheric properties from reflected light spectra?"
q_109,109,partially_addressed,supported,3,2021,0.6957,"Can the forward-scattering of starlight by large haze particles in extended exoplanet atmospheres be robustly detected in optical phase curves, and how should current phase curve interpretations be revised to account for this effect?"
q_110,110,partially_addressed,supported,2,2023,0.7517,"What are the key sources of spectral line broadening in exoplanetary atmospheres with haze, and how do interactions between radiators and haze particles modify the absorption and emission spectral shapes compared to clear atmospheres?"
q_111,111,partially_addressed,supported,5,2021,0.7782,"How do the physical and chemical properties of brown dwarf atmospheres, as revealed by large statistical studies, inform our understanding and modeling of exoplanet atmospheres at the boundary between stars and planets?"
q_112,112,answered,supported,4,2022,0.7743,"What are the effects of stellar flares, particularly those with hot FUV continuum temperatures, on the photochemistry and atmospheric escape rates of exoplanets orbiting active M dwarfs?"
q_113,113,partially_addressed,supported,3,2026,0.7174,"How does the obliquity of tidally locked exoplanets around M dwarfs affect their climate, cloud cover, and the boundaries of the habitable zone, and what are the key differences in warming mechanisms compared to planets around Sun-like stars?"
q_114,114,partially_addressed,supported,5,2023,0.7681,"What are the dominant drivers of atmospheric escape in close-in exoplanets, and how do the relative contributions of stellar XUV/EUV flux and stellar wind-magnetosphere interactions scale with planetary and stellar properties?"
q_115,115,not_addressed,still_plausible,0,,0.6901,"How can the detection of the 6.4 μm O2-X collision-induced absorption feature in exoplanet transmission spectra be optimized, and under what atmospheric and observational conditions is this the most detectable O2 signature for JWST and future missions?"
q_116,116,partially_addressed,supported,5,2024,0.6697,"What are the effects of cosmic ray-induced ionization, including secondary particle cascades, on the chemistry and ionization structure of thick planetary atmospheres, and how do these processes influence atmospheric evolution and habitability?"
q_117,117,partially_addressed,supported,3,2023,0.6653,"How do giant impacts after gas disk dissipation contribute to the observed diversity in bulk densities and atmospheric gas fractions of super-Earths, and can this mechanism explain the properties of tightly-packed multi-planet systems?"
q_118,118,partially_addressed,supported,5,2023,0.6796,"What are the key limitations and degeneracies in current atmospheric retrieval models (e.g., BART, PLATON), especially regarding clouds, 3D effects, and disequilibrium chemistry, and how can these be addressed with upcoming JWST data?"
q_119,119,partially_addressed,supported,4,2022,0.6313,"How can rotational mapping and specular reflection (glint) techniques be combined and optimized to robustly detect and spatially map oceans on terrestrial exoplanets, while minimizing false positives from non-ocean surfaces?"
q_120,120,partially_addressed,supported,4,2022,0.7297,"How do the atmospheric properties (e.g., metallicity, methane abundance, cloud composition) of sub-Neptune exoplanets with low metallicity and methane depletion challenge current models of planet formation and atmospheric evolution?"
q_121,121,partially_addressed,supported,3,2021,0.6683,"What are the technical and scientific trade-offs in extending the wavelength coverage of large space telescopes (e.g., ATLAST/LUVOIR) to 5 μm or beyond for exoplanet atmosphere studies, and how does this impact the detection of key molecular features?"
q_122,122,answered,supported,5,2022,0.7324,"How can empirical high-resolution spectra of Solar System bodies be used as analogs to constrain and validate models of exoplanet atmospheres, and what are the limitations of such analogies?"
q_123,123,partially_addressed,supported,3,2023,0.7571,"What are the effects of planetary magnetic fields and stellar CME activity on atmospheric erosion and habitability in the habitable zones of Sun-like and M-dwarf stars, and how can planetary magnetic field strengths be constrained observationally?"
q_124,124,partially_addressed,supported,1,2022,0.6927,"How do the properties of expanded ionospheres in hot Jupiters affect the generation and escape of radio emission via the cyclotron maser instability, and what are the implications for radio detection of exoplanets at different orbital distances?"
q_125,125,partially_addressed,supported,3,2023,0.718,"How can the atmospheric characterization of cold, long-period Jupiter analogs (e.g., Kepler-167e) be achieved with current and upcoming facilities, and what unique challenges and opportunities do such targets present compared to hot Jupiters?"
