question_id,rank,outcome,premise_status,n_supporting_papers,first_evidence_year,top1_similarity,question
q_029,29,partially_addressed,supported,3,2023,0.6011,"Is the main result reported in ""Giant Planet Interior Physics from Near-Infrared Spectroscopy"" robust to independent reanalysis with different modeling assumptions?"
q_030,30,partially_addressed,supported,3,2024,0.6346,"Is the main result reported in ""A Novel New Method for Measuring Windspeeds on Exoplanets and Brown Dwarfs"" robust to independent reanalysis with different modeling assumptions?"
q_031,31,partially_addressed,still_plausible,3,2024,0.5114,"Is the main result reported in ""ExoGAN: Exoplanets Generative Adversarial Network"" robust to independent reanalysis with different modeling assumptions?"
q_032,32,not_addressed,still_plausible,0,,0.6365,"Is the main result reported in ""Precisely measuring the density of small transiting exoplanets with particular emphasis on longer period planet using the HARPS-N spectrograph"" robust to independent reanalysis with different modeling assumptions?"
q_033,33,partially_addressed,supported,3,2024,0.5974,"Is the main result reported in ""Bayesian Inference of Giant Exoplanet Physics"" robust to independent reanalysis with different modeling assumptions?"
q_034,34,partially_addressed,supported,3,2024,0.6223,"Is the main result reported in ""Assessing the habitability of observed Super Earths"" robust to independent reanalysis with different modeling assumptions?"
q_035,35,partially_addressed,supported,3,2021,0.7068,"Is the main result reported in ""Exoplanet phase curves from TESS: Results from the Primary Mission and future prospects"" robust to independent reanalysis with different modeling assumptions?"
q_036,36,partially_addressed,supported,4,2022,0.6451,"Is the main result reported in ""Spectropolarimetric modeling of gas giant exoplanets and brown dwarfs"" robust to independent reanalysis with different modeling assumptions?"
q_037,37,partially_addressed,supported,3,2023,0.6346,"Is the main result reported in ""A Model of the Hα Transmission Spectrum of HD 189733b"" robust to independent reanalysis with different modeling assumptions?"
q_038,38,not_addressed,still_plausible,0,,0.5497,"Is the main result reported in ""Serendipitous Discovery of Nine White Dwarfs with Gaseous Debris Disks"" robust to independent reanalysis with different modeling assumptions?"
q_039,39,partially_addressed,supported,3,2024,0.6018,"Is the main result reported in ""Aerosols and clouds in the atmosphere of HD 189733 b"" robust to independent reanalysis with different modeling assumptions?"
q_040,40,partially_addressed,supported,2,2022,0.6654,"Is the main result reported in ""Meteorite Outgassing Experiments to Inform Chemical Abundances of Super-Earth Atmospheres"" robust to independent reanalysis with different modeling assumptions?"
q_041,41,partially_addressed,supported,3,2021,0.6498,"Is the main result reported in ""Accurately Modelling the Absorption of a Mixture of Gases at Low- to Medium-resolution in Exoplanetary and Brown Dwarf Atmospheric Radiative Transfer Calculations"" robust to independent reanalysis with different modeling assumptions?"
q_042,42,not_addressed,still_plausible,0,,0.6178,"Is the main result reported in ""Full HST coverage of a comet-like exoplanet in transit"" robust to independent reanalysis with different modeling assumptions?"
q_043,43,partially_addressed,supported,3,2022,0.5546,"Is the main result reported in ""Line-Mixing Relaxation Matrix model for spectroscopic and radiative transfer studies"" robust to independent reanalysis with different modeling assumptions?"
q_044,44,partially_addressed,supported,3,2022,0.5985,"Is the main result reported in ""Adaptation of high precision atmospheric trace gas retrieval technique and updated spectroscopy to model micro-telluric features enabling EPRV"" robust to independent reanalysis with different modeling assumptions?"
q_045,45,not_addressed,still_plausible,0,,0.6877,"Is the main result reported in ""Spitzer IRAC Sparsely Sampled Phase Curve of the Exoplanet WASP-14b"" robust to independent reanalysis with different modeling assumptions?"
q_046,46,partially_addressed,supported,5,2021,0.6731,"Is the main result reported in ""Assessing the role of neglected clouds in ultra-hot Jupiters"" robust to independent reanalysis with different modeling assumptions?"
q_047,47,partially_addressed,supported,3,2024,0.6091,"Is the main result reported in ""Microphysical Modelling of Exoplanet Aerosols"" robust to independent reanalysis with different modeling assumptions?"
q_048,48,partially_addressed,supported,3,2025,0.6171,"Is the main result reported in ""Super-Earths, M Dwarfs, and Photosynthetic Organisms: Habitability in the Lab"" robust to independent reanalysis with different modeling assumptions?"
q_049,49,partially_addressed,supported,3,2021,0.4768,"Is the main result reported in ""Formation models and links to subsequent evolution"" robust to independent reanalysis with different modeling assumptions?"
q_050,50,partially_addressed,supported,3,2024,0.6346,"Is the main result reported in ""Tests of Exoplanet Atmospheric Radiative Transfer Codes"" robust to independent reanalysis with different modeling assumptions?"
q_051,51,not_addressed,still_plausible,0,,0.6132,"Is the main result reported in ""Applying an Earth-based Aerosol Microphysics Model to other Solar System Worlds and Beyond"" robust to independent reanalysis with different modeling assumptions?"
q_052,52,partially_addressed,supported,1,2022,0.6885,"Is the main result reported in ""Detection of Fe I Emission in the Dayside Spectrum of WASP-33b"" robust to independent reanalysis with different modeling assumptions?"
q_053,53,answered,supported,2,2023,0.6446,"Is the main result reported in ""Exoplanet atmospheres at high spectral resolution with CARMENES"" robust to independent reanalysis with different modeling assumptions?"
q_054,54,not_addressed,still_plausible,0,,0.565,"Is the main result reported in ""Search for an evaporating ocean on the super-Earth HIP 116454b"" robust to independent reanalysis with different modeling assumptions?"
q_055,55,not_addressed,still_plausible,0,,0.6567,"Is the main result reported in ""Inhibition of the electron cyclotron maser instability in the dense magnetosphere of a hot Jupiter"" robust to independent reanalysis with different modeling assumptions?"
q_056,56,partially_addressed,supported,1,2023,0.569,"Is the main result reported in ""Giant Impact: An Efficient Mechanism for the Devolatilization of Super-Earths"" robust to independent reanalysis with different modeling assumptions?"
q_057,57,partially_addressed,supported,3,2023,0.6608,"Is the main result reported in ""Atmospheric escape from M-dwarf exoplanets and implications for habitability"" robust to independent reanalysis with different modeling assumptions?"
q_058,58,not_addressed,still_plausible,0,,0.6483,"Is the main result reported in ""How to Determine Whether M-Dwarf Terrestrial Planets Possess Atmospheres"" robust to independent reanalysis with different modeling assumptions?"
q_059,59,partially_addressed,supported,3,2023,0.6862,"Is the main result reported in ""Near-infrared Thermal Emission Detections of a Number of Hot Jupiters and the Systematics of Ground-based Near-infrared Photometry"" robust to independent reanalysis with different modeling assumptions?"
q_060,60,partially_addressed,supported,3,2021,0.665,"Is the main result reported in ""Laboratory Investigation of Haze Formation in Exoplanet Atmospheres: Implication for Habitability and Biosignatures"" robust to independent reanalysis with different modeling assumptions?"
q_061,61,partially_addressed,supported,1,2025,0.6688,"Is the main result reported in ""Uranus and Neptune are key to understand planets with hydrogen atmospheres"" robust to independent reanalysis with different modeling assumptions?"
q_062,62,not_addressed,still_plausible,0,,0.5551,"Is the main result reported in ""Prospects of Finding Detached Black Hole-Star Binaries with TESS"" robust to independent reanalysis with different modeling assumptions?"
q_063,63,not_addressed,still_plausible,0,,0.6707,"Is the main result reported in ""A first look at the atmospheres of four terrestrial exoplanets with ground-based optical transmission spectroscopy"" robust to independent reanalysis with different modeling assumptions?"
q_064,64,partially_addressed,supported,3,2021,0.6503,"Is the main result reported in ""Theory and simulation of spectral line broadening by exoplanetary atmospheric haze"" robust to independent reanalysis with different modeling assumptions?"
q_065,65,partially_addressed,supported,3,2024,0.5837,"Is the main result reported in ""Detection and characterization of circumstellar material with a WFIRST or EXO-C coronagraphic instrument: simulations and observational methods"" robust to independent reanalysis with different modeling assumptions?"
q_066,66,partially_addressed,supported,3,2021,0.6226,"Is the main result reported in ""Numerical Experiments on Climate of Terrestrial Exoplanets: Aquaplanet and Land Planet"" robust to independent reanalysis with different modeling assumptions?"
q_067,67,not_addressed,still_plausible,0,,0.6014,"Is the main result reported in ""Measuring the Masses of K2 Planets with HARPS-N to Determine the Conditions Under Which Planets Retain, or Lose, their Primordial Envelopes"" robust to independent reanalysis with different modeling assumptions?"
q_068,68,partially_addressed,supported,2,2021,0.6455,"Is the main result reported in ""The Unusual Disintegrating Planet Candidate KIC 125557548b and Hot Jupiter CoRoT-1b in Transmission"" robust to independent reanalysis with different modeling assumptions?"
q_069,69,partially_addressed,supported,2,2025,0.6146,"Is the main result reported in ""Effects of Bulk Composition on the Atmospheric Dynamics on Close-in Exoplanets"" robust to independent reanalysis with different modeling assumptions?"
q_070,70,partially_addressed,supported,3,2022,0.6519,"Is the main result reported in ""Assessing nucleation in cloud formation modelling for Brown Dwarf and Exoplanet atmospheres"" robust to independent reanalysis with different modeling assumptions?"
q_071,71,partially_addressed,supported,3,2021,0.7216,"Is the main result reported in ""The ExoMol database: Molecular line lists for exoplanet and other hot atmospheres"" robust to independent reanalysis with different modeling assumptions?"
q_072,72,not_addressed,still_plausible,0,,0.5948,"Is the main result reported in ""Under an Orange Sky: The Many Implications of Organic Haze for Earthlike Planets"" robust to independent reanalysis with different modeling assumptions?"
q_073,73,partially_addressed,supported,2,2022,0.6638,"Is the main result reported in ""Atmospheric escape for close-in exoplanets"" robust to independent reanalysis with different modeling assumptions?"
q_074,74,partially_addressed,supported,4,2024,0.7048,"Is the main result reported in ""The atmospheres of rocky exoplanets. I. Outgassing of common rock and the stability of liquid water"" robust to independent reanalysis with different modeling assumptions?"
q_075,75,partially_addressed,supported,4,2021,0.6273,"Is the main result reported in ""Atmospheric Dynamics of Hot Giant Planets and Brown Dwarfs"" robust to independent reanalysis with different modeling assumptions?"
q_076,76,partially_addressed,supported,3,2022,0.5973,"Is the main result reported in ""The exoplanet perspective on future ice giant exploration"" robust to independent reanalysis with different modeling assumptions?"
q_077,77,not_addressed,still_plausible,0,,0.5496,"Is the main result reported in ""Effect of Planetary Redox Conditions on Key Carbon Cycling Processes"" robust to independent reanalysis with different modeling assumptions?"
q_078,78,partially_addressed,supported,3,2024,0.5135,"Is the main result reported in ""First Results from the SPIRou Legacy Survey"" robust to independent reanalysis with different modeling assumptions?"
q_079,79,partially_addressed,supported,2,2024,0.6335,"Is the main result reported in ""Comparative Evolution of Small Planets Close to Cool Stars"" robust to independent reanalysis with different modeling assumptions?"
q_080,80,partially_addressed,supported,2,2023,0.673,"Is the main result reported in ""Earth as an Exoplanet: Lessons in Recognizing Planetary Habitability"" robust to independent reanalysis with different modeling assumptions?"
q_081,81,not_addressed,still_plausible,0,,0.6152,"Is the main result reported in ""Near-ultraviolet transit photometry of HAT-P-32 b with the Large Binocular Telescope: Silicate aerosols in the planetary atmosphere"" robust to independent reanalysis with different modeling assumptions?"
q_082,82,not_addressed,still_plausible,0,,0.629,"Is the main result reported in ""An Optical Transmission Spectrum of GJ 1214b Suggesting a Heterogeneous Stellar Photosphere"" robust to independent reanalysis with different modeling assumptions?"
q_083,83,answered,weakened,4,2023,0.6351,"Is the main result reported in ""Atmospheric escape from a mini-Neptune"" robust to independent reanalysis with different modeling assumptions?"
q_084,84,not_addressed,still_plausible,0,,0.6327,"Is the main result reported in ""Persistent Starspot Signals on M Dwarfs: Multiwavelength Doppler Observations with the Habitable-zone Planet Finder and Keck/HIRES"" robust to independent reanalysis with different modeling assumptions?"
q_085,85,partially_addressed,supported,3,2021,0.6365,"Is the main result reported in ""Characterising the high-energy irradiation of exoplanetary atmospheres"" robust to independent reanalysis with different modeling assumptions?"
q_086,86,partially_addressed,still_plausible,3,2022,0.6122,"Is the main result reported in ""Astrospheric Space Weather as a Factor of (Exo)Planetary Habitability"" robust to independent reanalysis with different modeling assumptions?"
q_087,87,partially_addressed,supported,4,2024,0.5688,"Is the main result reported in ""Active other worlds in the Solar System and beyond"" robust to independent reanalysis with different modeling assumptions?"
q_088,88,not_addressed,still_plausible,0,,0.6383,"Is the main result reported in ""Hot Hydrogen Climates Near the Inner Edge of the Habitable Zone"" robust to independent reanalysis with different modeling assumptions?"
q_089,89,partially_addressed,still_plausible,2,2023,0.6512,"Is the main result reported in ""Connecting planet formation and astrochemistry. C/Os and N/Os of warm giant planets and Jupiter analogues"" robust to independent reanalysis with different modeling assumptions?"
q_090,90,partially_addressed,supported,2,2025,0.6397,"Is the main result reported in ""Discovery and Characterization of Small Planets from the K2 Mission"" robust to independent reanalysis with different modeling assumptions?"
q_091,91,not_addressed,still_plausible,0,,0.6057,"Is the main result reported in ""Measuring the Ultraviolet Variability of M Dwarfs with GALEX"" robust to independent reanalysis with different modeling assumptions?"
q_092,92,answered,supported,4,2023,0.6622,"Is the main result reported in ""Characterizing Giant Exoplanets through Multiwavelength Transit Observations: HD 189733b"" robust to independent reanalysis with different modeling assumptions?"
q_093,93,partially_addressed,still_plausible,2,2025,0.5816,"Is the main result reported in ""A Collisional Origin for the Coexistence of Volatile-Poor Super-Earths and Mini-Neptunes in the Proximity of Their Host Stars"" robust to independent reanalysis with different modeling assumptions?"
q_094,94,partially_addressed,supported,2,2021,0.6038,"Is the main result reported in ""Connecting the dots - II. Phase changes in the climate dynamics of tidally locked terrestrial exoplanets"" robust to independent reanalysis with different modeling assumptions?"
q_095,95,not_addressed,still_plausible,0,,0.5845,"Is the main result reported in ""On the state of the art in predicting solar coronal mass ejections and their planetary impacts"" robust to independent reanalysis with different modeling assumptions?"
q_096,96,partially_addressed,supported,2,2022,0.6444,"Is the main result reported in ""X-ray emissions of exoplanet host stars and evolution of planetary atmospheres"" robust to independent reanalysis with different modeling assumptions?"
q_097,97,partially_addressed,still_plausible,4,2021,0.6508,"Is the main result reported in ""Atmospheric Escape Processes and Planetary Atmospheric Evolution: from misconceptions to challenges"" robust to independent reanalysis with different modeling assumptions?"
q_098,98,partially_addressed,still_plausible,3,2024,0.636,"Is the main result reported in ""Haze formation in the atmospheres of super-Earths and mini-Neptunes"" robust to independent reanalysis with different modeling assumptions?"
q_099,99,not_addressed,still_plausible,0,,0.664,"Is the main result reported in ""The Mega-MUSCLES Treasury Survey: Measurements of the Ultraviolet Spectral Characteristics of Low-mass Exoplanetary Systems"" robust to independent reanalysis with different modeling assumptions?"
q_100,100,answered,weakened,3,2024,0.6463,"Is the main result reported in ""Introducing NASA Ames' new infrared optical constant facility. Determinations of complex refractive indices for Titan aerosol analogs and other applications."" robust to independent reanalysis with different modeling assumptions?"
q_101,101,partially_addressed,supported,3,2022,0.5645,"Is the main result reported in ""Retrieving Biosignatures in the Mid-Infrared"" robust to independent reanalysis with different modeling assumptions?"
q_102,102,not_addressed,still_plausible,0,,0.5444,"Is the main result reported in ""The CHEOPS Guaranteed Time Observing Programme"" robust to independent reanalysis with different modeling assumptions?"
q_103,103,answered,supported,2,2025,0.6245,"Is the main result reported in ""The Ultimate Spitzer Phase Curve Survey"" robust to independent reanalysis with different modeling assumptions?"
q_104,104,partially_addressed,supported,2,2021,0.6064,"Is the main result reported in ""Line Lists and Assignments of Hot Ammonia in the Infrared"" robust to independent reanalysis with different modeling assumptions?"
q_105,105,not_addressed,still_plausible,0,,0.566,"Is the main result reported in ""The Galilean Satellites Observed by Cassini: a testbed for icy terrestrial exoplanets"" robust to independent reanalysis with different modeling assumptions?"
q_106,106,not_addressed,still_plausible,0,,0.6862,"Is the main result reported in ""Spitzer Secondary Eclipses of WASP-32b"" robust to independent reanalysis with different modeling assumptions?"
q_107,107,answered,weakened,3,2021,0.5519,"Is the main result reported in ""Transmission Spectroscopy Table"" robust to independent reanalysis with different modeling assumptions?"
q_108,108,answered,supported,3,2025,0.6417,"Is the main result reported in ""K2-110 b: a massive mini-Neptune exoplanet"" robust to independent reanalysis with different modeling assumptions?"
q_109,109,answered,supported,2,2023,0.6571,"Is the main result reported in ""Rotation and winds of exoplanet HD 189733 b measured with high-resolution transmission spectroscopy"" robust to independent reanalysis with different modeling assumptions?"
q_110,110,not_addressed,still_plausible,0,,0.5837,"Is the main result reported in ""Superconducting Nanowire Single-Photon Detectors for Exoplanet Spectroscopy in the Mid-Infrared"" robust to independent reanalysis with different modeling assumptions?"
q_111,111,partially_addressed,supported,3,2021,0.6272,"Is the main result reported in ""Spectroscopic Studies of Exoplanets. Radial Velocities"" robust to independent reanalysis with different modeling assumptions?"
q_112,112,partially_addressed,supported,3,2025,0.6188,"Is the main result reported in ""Stellar Wind Induced Soft X-Ray Emission from Close-in Exoplanets"" robust to independent reanalysis with different modeling assumptions?"
q_113,113,not_addressed,still_plausible,0,,0.495,"Is the main result reported in ""Towards single-photon spectroscopy in the mid-infrared using superconducting nanowire single-photon detectors"" robust to independent reanalysis with different modeling assumptions?"
q_114,114,partially_addressed,supported,2,2023,0.6961,"Is the main result reported in ""Discriminating between hazy and clear hot-Jupiter atmospheres with CARMENES"" robust to independent reanalysis with different modeling assumptions?"
q_115,115,partially_addressed,supported,2,2024,0.6309,"Is the main result reported in ""Molecular line shape parameters for exoplanetary atmospheric applications"" robust to independent reanalysis with different modeling assumptions?"
q_116,116,partially_addressed,supported,4,2023,0.6327,"Is the main result reported in ""Extra-Solar Planetary Atmospheres and Interior Structure: Implications for Observational Signatures"" robust to independent reanalysis with different modeling assumptions?"
q_117,117,partially_addressed,supported,3,2021,0.6264,"Is the main result reported in ""The GAPS 2.0 project for the characterization of exoplanetary atmospheres"" robust to independent reanalysis with different modeling assumptions?"
q_118,118,partially_addressed,supported,2,2022,0.7106,"Is the main result reported in ""A Review of Possible Planetary Atmospheres in the TRAPPIST-1 System"" robust to independent reanalysis with different modeling assumptions?"
q_119,119,partially_addressed,supported,3,2021,0.6305,"Is the main result reported in ""Super-Earth Atmospheres: Self-consistent Gas Accretion and Retention"" robust to independent reanalysis with different modeling assumptions?"
q_120,120,partially_addressed,supported,3,2024,0.6815,"Is the main result reported in ""A Comprehensive View of Giant Planet Atmospheres in the JWST Era"" robust to independent reanalysis with different modeling assumptions?"
q_121,121,answered,supported,2,2024,0.5532,"Is the main result reported in ""Water in Solar system"" robust to independent reanalysis with different modeling assumptions?"
q_122,122,posed_but_open,still_plausible,1,2021,0.6422,"Is the main result reported in ""The Transit Spectrum of the Super-Earth 55 Cnc e at Low and High Resolution"" robust to independent reanalysis with different modeling assumptions?"
q_123,123,not_addressed,still_plausible,0,,0.5891,"Is the main result reported in ""Secondary Eclipses of HAT-P-13b"" robust to independent reanalysis with different modeling assumptions?"
q_124,124,not_addressed,still_plausible,0,,0.6565,"Is the main result reported in ""Secondary Eclipse Observations of the Hot-Jupiter WASP-26b"" robust to independent reanalysis with different modeling assumptions?"
q_125,125,partially_addressed,weakened,4,2021,0.6738,"Is the main result reported in ""Atmospheric Albedos, Alkalis, and Aerosols of Hot Jupiters"" robust to independent reanalysis with different modeling assumptions?"
